Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,64,991001539,"$1,000.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,70,991001803,"$12,883.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,67,991002554,$35.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,62,991000043,$485.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,62,991000162,$100.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Received,65,991000282,$55.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Received,37,1327630,$0.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Received,47,1180567,$650.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Received,87,991011479,"$18,435.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Received,52,1003489,$120.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,27,1561832,$20.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Received,58,991000327,"$2,790.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,32,1375798,$10.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,28,1500941,$25.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,44,1232047,"$1,300.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,79,991013872,"$168,765.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,89,991014442,"$12,210.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,62,991004737,$150.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,89,991011878,"$14,010.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,62,991000162,$100.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,61,991000720,$600.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,64,991001539,"$1,000.00 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,24,1517989,$25.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,27,1505749,$0.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Received,62,991000043,$485.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,89,991014442,"$12,210.00 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,93,991014607,$655.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,30,1406794,$120.17 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,81,991006822,$350.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Received,87,991012389,"$18,652.00 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Received,79,991006729,$380.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Received,63,991004908,"$1,000.00 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Received,69,991002325,"$1,150.00 "
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Received,74,991002722,"$7,938.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,59,991005132,$815.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,61,991001278,$470.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,62,991005482,"$3,999.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,54,901270426,$445.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,47,1190004,"$14,895.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,56,999901506,$250.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,76,991013403,"$7,164.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,58,999902523,$45.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,67,991001431,"$1,550.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,61,991005397,$175.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,42,1270438,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Received,68,991001009,"$9,438.83 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,25,1519169,$25.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,23,1526029,$25.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,50,1514286,$100.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,24,1516549,$120.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,27,1506844,$20.20 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Received,31,1412392,$10.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Received,51,1091506,"$1,500.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,64,991005517,"$12,830.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,73,999912414,"$4,025.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,62,999933286,"$4,300.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,77,991015160,"$5,905.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,47,1562302,"$22,677.30 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,63,999933243,$750.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Received,74,991002722,"$7,938.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,63,991004612,"$8,650.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,87,991012389,"$18,652.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,64,991004932,"$5,695.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,79,991013872,"$168,765.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,89,991014442,"$12,210.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,71,991004481,$50.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Received,77,991011602,"$43,530.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,40,1288033,"$4,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,82,991009965,"$51,220.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,70,990000037,$480.95 
1848 Society - You are Invited!  20250428,BBOX58503370,Received,75,991010545,"$7,290.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,62,999930915,"$17,175.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,63,1333366,"$272,601.53 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,69,991002535,"$10,635.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,87,991007749,"$93,840.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,40,1288033,"$4,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,72,999934675,"$17,200.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,73,999912414,"$4,025.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,68,991001009,"$9,438.83 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,69,991001696,"$6,613.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,79,991010946,"$17,015.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,,999939377,"$5,780.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,64,991005517,"$12,830.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Received,71,991001198,"$15,204.00 "
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Received,30,1408564,$20.17 
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Received,21,1547143,$20.25 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,76,991014258,$650.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,74,991002490,"$2,575.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,53,1092727,$50.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,66,991005209,"$2,800.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,75,991005449,"$6,680.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,,1580361,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,90,991011356,"$2,785.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,51,1046413,"$1,676.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,46,991016292,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,85,991006279,$25.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,35,1363060,$75.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,50,1131937,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,29,1416409,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,63,991004612,"$8,650.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,78,991013458,$20.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,67,991002667,"$2,295.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,74,991010865,$710.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,79,991006299,"$9,425.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,77,991011602,"$43,530.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,88,991010486,$30.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,81,991009265,$551.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,25,1520356,$20.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,57,999900084,$25.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,67,991004054,$10.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,37,1330546,$500.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,58,999901725,$30.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,65,991002698,"$145,495.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Received,59,991004693,$384.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Received,25,1516729,$10.00 
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,40,1289392,"$1,425.00 "
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,40,1291345,$25.00 
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,28,1502423,$45.18 
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,25,1510423,$20.00 
Athletics Giving Week Has Begun - Women's Soccer 20250421,BBOX58515537,Opened,25,1517307,$20.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,71,991000420,"$2,441.00 "
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,71,991005326,$935.25 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,73,999934840,$660.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,62,999901587,"$2,870.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,91,991013558,"$1,255.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,60,991001876,$30.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,68,991000103,"$18,240.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,27,1513281,$20.20 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,,1557122,"$3,852.80 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,33,1356229,$2.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,23,1533846,$20.24 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,62,991002864,$10.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,40,1285828,$155.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,50,1059793,"$21,317.62 "
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,55,999900939,$25.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,29,1416151,$20.18 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Opened,25,1510974,$20.21 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,,1557122,"$3,852.80 "
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Opened,25,1514218,$20.25 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,45,1217335,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,64,991000208,$210.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Opened,66,991003579,"$2,050.00 "
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,40,1285828,$155.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,30,1406620,$50.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,25,1514218,$20.25 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,,1557122,"$3,852.80 "
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,54,901271719,$111.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,40,1292977,"$1,000.00 "
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,46,1199401,$255.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Opened,55,1105813,$200.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,,999942857,$50.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Opened,,999942900,$200.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Opened,68,991003083,$70.00 
Today Is Your Last Chance To Give - Men's Basketball 20250426,BBOX58532090,Opened,53,901272310,$50.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Opened,,999941935,$50.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,33,1368190,$30.00 
Athletics Giving Week Has Begun - Golf 20250421,BBOX58507861,Opened,86,991009286,"$50,785.00 "
Athletics Giving Week Has Begun - Golf 20250421,BBOX58507861,Opened,79,991010861,"$15,865.60 "
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,59,991000197,$10.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,55,999901605,$308.95 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,54,901271704,$10.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,65,991005341,$60.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,49,990000307,$300.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,47,1180678,"$6,843.00 "
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,44,1231243,$25.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,32,1367917,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,31,1392973,$20.25 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,23,1533846,$20.24 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Opened,26,1502240,$25.19 
A Message From Coach Henry Kennedy 20250422,BBOX58519542,Opened,72,991004339,$60.00 
A Message From Coach Henry Kennedy 20250422,BBOX58519542,Opened,70,991000415,$450.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Opened,63,991003693,"$1,190.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,26,1511248,$70.00 
A Message From Coach Henry Kennedy 20250422,BBOX58519542,Opened,79,991010861,"$15,865.60 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,23,1533846,$20.24 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,54,901271719,$111.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,46,1199401,$255.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,40,1292977,"$1,000.00 "
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,,999941935,$50.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,66,991003579,"$2,050.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,45,1217335,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,64,991000208,$210.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Opened,,999942857,$50.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,69,991004142,"$4,725.11 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,84,991015083,$225.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,60,991004294,$75.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,71,991003701,$355.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,25,1516525,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,75,991011914,"$1,226.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,54,1095814,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,48,1166929,"$3,000.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,70,991003231,"$2,450.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,28,1503402,$20.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,27,1502286,$20.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,70,991002232,$155.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Opened,65,991002240,"$75,577.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991001503,"$7,376.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,76,991008407,"$5,710.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,64,999919688,"$34,200.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,61,991004847,"$10,765.20 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,64,991004798,"$30,921.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,56,999901941,"$25,270.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,76,991012977,"$169,071.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,86,991009286,"$50,785.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,64,991003531,"$11,311.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,999923516,"$30,220.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991004071,$545.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991003241,"$1,286.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,72,999922715,"$5,470.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,76,999925116,"$20,640.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,54,901271719,$111.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,90,991014575,"$14,565.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991005362,"$14,483.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,76,990000942,"$10,625.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,69,999939770,"$108,633.34 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,1202347,"$30,393.68 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,47,1180678,"$6,843.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,48,1166929,"$3,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,72,991000291,"$11,950.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,57,999939858,"$6,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,999925320,"$37,730.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,91,999932458,"$100,250.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,85,991018105,"$18,200.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,72,991004585,"$11,290.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,70,991000173,"$16,356.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,999924522,"$83,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,990262221,"$51,167.54 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,78,991019637,"$71,405.32 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991003450,"$61,660.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,67,991002946,"$40,437.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,82,999922423,"$18,815.84 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,50,1059793,"$21,317.62 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,55,999901836,"$5,690.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,71,999920800,"$10,900.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,77,999942403,"$10,000.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,88,991011116,"$9,703.97 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,73,991002705,"$218,543.32 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,31,1392973,$20.25 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,55,901271050,"$9,425.00 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,23,1533846,$20.24 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Opened,26,1511248,$70.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,991001581,$890.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,77,991013109,"$2,755.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,70,991000173,"$16,356.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,74,991012899,"$8,524.50 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,70,991002081,"$11,410.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,58,999901230,$190.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,46,1199332,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,51,1037311,$50.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,74,991001699,$100.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Opened,48,1183210,$10.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Opened,71,991003938,"$1,999.27 "
A Message From Coach Michael Grinder 20250422,BBOX58519093,Opened,73,999934840,$660.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Opened,25,1510974,$20.21 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,75,991009056,"$1,075.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,68,991001697,"$4,370.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,69,991002297,$400.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,60,991000326,$295.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,52,901271239,"$17,575.00 "
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,33,1372075,$10.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,60,991003603,"$1,506.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,73,991002834,$170.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,70,991002081,"$11,410.00 "
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,54,901271068,$776.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,57,999900114,$10.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Opened,24,1526192,$220.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Opened,52,1018420,$100.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Opened,24,1517306,$20.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Opened,25,1514218,$20.25 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,81,991008227,"$1,161.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,75,991009056,"$1,075.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,63,991003127,$50.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,60,991000326,$295.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,52,901271239,"$17,575.00 "
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,45,1221577,$5.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Opened,33,1372075,$10.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Opened,,1557122,"$3,852.80 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,59,991000197,$10.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,54,901271704,$10.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,55,999901605,$308.95 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,65,991004208,$100.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,44,1231243,$25.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,49,990000307,$300.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,47,1180678,"$6,843.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,82,991015364,"$5,750.00 "
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Opened,31,1392973,$20.25 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,38,1312528,"$8,112.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,991002665,"$18,930.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,,999938325,$100.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,56,999901941,"$25,270.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,65,990000160,"$3,485.61 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,36,1334320,"$5,035.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,83,999923426,"$5,250.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,28,1417069,"$5,360.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,75,991012015,"$30,990.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,89,991005678,"$11,075.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,80,990000219,"$30,621.34 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,84,991013568,"$101,990.67 "
1848 Society - You are Invited!  20250428,BBOX58503370,Opened,68,990000031,"$6,630.00 "
